name,within,within1,lat,long
Parknashingaun,Rosslee,Ballinafad,53.7785138939,-9.1441889303
Garvillaun,Inagh,Ballyea,52.889978678,-9.128939186
Derryleigh,Inchigeelagh,Bealock,51.8120412834,-9.1311598403
Garryduff Middle,Crossboyne,Ballindine,53.6933413223,-8.9526221143
Shean,Fanlobbus,Dunmanway South,51.6958906232,-9.127949017
Knocknaboha,Ardagh,Rooskagh,52.4893698788,-9.124631811
Mountdavid,Shanagolden,Shanid,52.5827188136,-9.1199070749
Carrigillihy,Myross,Myross,51.5397493952,-9.1214804225
Lisbiggeen,Kilmaley,Killanniv,52.8210871659,-9.1199097831
Gurlaun Island,Cill AithnÃ­n,Wormhole,53.3875009776,-9.1281089834
Beagh,Iveruss,Castletown,52.6524867099,-8.9436004436
Aghalusky,Templemore,Bellavary,53.8714740677,-9.1100403349
Musicfield,Kilmainemore,Kilmaine,53.5806555051,-9.1061302597
Maulashangarry,Fanlobbus,Dunmanway South,51.7107400349,-9.1059460849
Doorath,Kilmainemore,Kilmaine,53.5815916888,-9.0958661823
Boleyard,Kildacoomoge,Bellavary,53.8773538316,-9.0949177996
Kimeheer,Robertstown,Shanagolden,52.5751580817,-9.0916336072
Turloughanbaun,Kilmainemore,Kilmaine,53.5738491793,-9.0908836677
Corimla South,Kilmoremoy,Ardnaree North,54.1180745876,-9.0746808546
Roosky,Attymass,Attymass West,54.020978008,-9.0764587212
Rathgranagher (Miller),Kilmainemore,Dalgan,53.5883822347,-9.0743869759
Bawnaneel,Kilmeen,Boherboy,52.1800557437,-9.0829510745
Sroolane North,Robertstown,Craggs,52.5944107794,-9.083487734
Knock,Drumcliff,Kilcloher,52.8179318482,-9.0677471514
Gorteenadrolane,Inchigeelagh,Bealock,51.828220359,-9.0750156001
Carrowreagh,Kilgarvan,Sallymount,54.100888031,-9.0548005611
Gortnaglogh,Ardagh,Ardagh,52.4820038347,-9.0774312581
Knocklagh,Kilmeen,Boherboy,52.1826897927,-9.071072826
Shannacool,Killone,Killone,52.7676900349,-9.0603274505
Carrownlabaun,Kilgarvan,Kilgarvan,54.1119694137,-9.0482618768
Glenbane West,Shanagolden,Aughinish,52.6055591673,-9.0590602661
Ballymongaun,Kilnamona,Kilnamona,52.8728368757,-9.0593462037
Cross,Ardagh,Ardagh,52.5003473363,-9.0619110346
Rowls Langford (North),Clonfert,Rowls,52.3102671359,-9.0257225479
Graffy,Kilgarvan,Sallymount,54.0601460424,-9.0289522505
Ellagh More,Kilgarvan,Sallymount,54.0731278384,-9.0284138046
Gregmoher,Ruan,Ruan,52.9271436256,-9.0460224018
Corlee,Killasser,Callow,54.0218186792,-9.0217872017
Drumagh,Kilcolman,Kilcolman,53.7540871405,-9.0378875602
Carrowleagh,Kilgarvan,Kilgarvan,54.1409946375,-8.9873378721
Kilgarvan,Kilgarvan,Sallymount,54.0844760722,-9.0089421723
Drumsheen,Kilgarvan,Kilgarvan,54.1082022546,-8.9869086482
Funshin Beg,Kinvarradoorus,Kinvarra,53.1129377506,-8.9852881655
Illaunakip,Abbey,Abbey,53.1458916329,-9.0278766157
Killowen,Drishane,Rathcool,52.0775315614,-9.0116504911
Culleens,Kilglass,Rathmacurkey,54.2134641505,-8.9962967507
Cloonkeelaun,Castleconnor,Castleconnor East,54.1571666645,-8.9800365529
Funshin More,Kinvarradoorus,Kinvarra,53.1135933237,-9.0057585468
Culdaly,Kilmacteige,Aclare,54.0369223815,-8.9959556542
Bunnyconnellan East,Kilgarvan,Kilgarvan,54.0907326838,-8.99001681
Ballyheeragh (St Leger),Kilcommon,Kilcommon,53.6104583396,-9.0066296221
Green Island,Kinvarradoorus,Kinvarra,53.1471295129,-9.0116760583
Lambs Island,Kinvarradoorus,Doorus,53.1524142249,-9.0111244523
Carns,Castleconnor,Castleconnor East,54.175485164,-8.9904974062
Weir Island,Kinvarradoorus,Doorus,53.1509296812,-9.0074959075
Illaunnaguroge,Kinvarradoorus,Kinvarra,53.1508526208,-9.0027123972
Turloughgarve,Annaghdown,Annaghdown,53.4097032683,-8.9884784778
Gortnaglogh,Killinny,Killinny,53.104342664,-8.9811910776
Kilmacteige,Kilmacteige,Kilmacteige,54.0506301134,-8.9505265298
Ballindell East,Crossboyne,Ballindine,53.6991507036,-8.9863570805
Doorus,Kinvarradoorus,Doorus,53.1705415797,-8.9770749405
Curraghnareely,Nantinan,Rathkeale Rural,52.5408955749,-8.972192665
Pollnasillagh,Crossboyne,Ballindine,53.6862390931,-8.9652862835
Stoneville,Nantinan,Riddlestown,52.5437589855,-8.9574736402
Freagh,Nantinan,Nantinan,52.5596883216,-8.9598455604
Avough Island,Kinvarradoorus,Doorus,53.1599178506,-8.959714545
Mayne,Mahoonagh,Danganbeg,52.4108579394,-8.9534102606
Donoure West,Kilcorney,Kilcorney,52.0619487708,-8.9522037849
Glenawoo,Kilmacteige,Kilmacteige,54.0726421057,-8.922187391
Ballyvaddock,Askeaton,Iveruss,52.6280211968,-8.9548162065
Carrowreagh,Kilmacteige,Kilmacteige,54.053826997,-8.9360072417
Mulroog West,Kilcolgan,Drumacoo,53.1789431815,-8.940289172
Ardtomin,Nantinan,Nantinan,52.5706256311,-8.9481768589
Kincuillew,Kilmacteige,Kilmacteige,54.0576700485,-8.9203554642
Fiddandarry,Kilmacshalgan,Mullagheruse,54.1415124879,-8.923999193
Ballycleary,Killeenavarra,Killeenavarra,53.1537567584,-8.9231178081
Abbeylands,Rathkeale,Rathkeale Urban,52.5211055348,-8.9276546635
Kyleacotty,Tomfinlough,Newmarket,52.7964661859,-8.882168042
Ballycolliton,Kilbarron,Kilbarron,52.9654232829,-8.2345591074
Ballybrollaghan,Inver,Tantallon,54.6657158606,-8.2310611898
Bearnafunshin,Kilraghtis,Templemaley,52.913084893,-8.9188162939
Ballyvonnavaun,Doora,Doora,52.8227867093,-8.9201970224
Gortlurkaun,Inchicronan,Crusheen,52.9390856704,-8.9193556121
Fergus Island,Drumline,Clenagh,52.6868074252,-8.8729915104
Newtown South,Oola,Templebredon,52.51749261,-8.3127394868
Lisbaun West,Bekan,Bekan,53.7780060389,-8.8565326355
Carrigagulla,Macroom,Kilberrihert,52.0077369396,-8.9094212519
Glennafosha,Belclare,Claretuam,53.4802079057,-8.9107111689
Ballintredida,Nantinan,Nantinan,52.5689697651,-8.905761505
Inchicronan Island,Inchicronan,Crusheen,52.9232822673,-8.9000485951
Shanaghmoyle,Knock,Knock North,53.8163381515,-8.9011460741
Rathgoonaun,Kilmacshalgan,Buncrowey,54.2066171907,-8.893403807
Ounagh,Kilmacteige,Breencorragh,54.0952277171,-8.882967076
Cloonmore,Tuam,Claretuam,53.4829535807,-8.8854633331
Ardmanning Beg,St Finbar's,Bishopstown,51.8820418822,-8.4905267965
Teervena,Cloncagh,Cloncagh,52.4660183093,-8.8970441708
Coolerecuill,Kilmacteige,Banada,54.0254544051,-8.8639520508
Crowagh or Dunneill,Kilmacshalgan,Mullagheruse,54.1960703936,-8.8645694564
Polleens,Tuam,Killeen,53.5738786609,-8.8273374739
Knockdoebeg East,Lackagh,Lackaghbeg,53.3845791765,-8.8807419058
Derreen,Kilcornan,Kilcornan,52.6201327,-8.8486349872
Durra,Inchicronan,Rathclooney,52.8910071842,-8.8879147837
Oughtihery,Aghabulloge,Mountrivers,51.9725949844,-8.8670654869
Grange West,Lackagh,Lisheenavalla,53.3369021646,-8.8895190559
Gorteen,Ballingarry,Ballingarry,52.4686831469,-8.8505032944
Ballykevan East,Ballingarry,Cloncagh,52.4348139298,-8.8810150869
Ballygassan,Inchicronan,Crusheen,52.94425174,-8.8734448621
Ardohill,Emly,Emly,52.4389348103,-8.3258092854
Carrahan,Clooney,Clooney,52.8750564967,-8.844540526
Drommoher,Kilcornan,Pallaskenry,52.654378081,-8.8743157144
Levallyroe,Kilvine,Kilvine,53.6792045349,-8.8629828601
Sessuegarry,Achonry,Glendarragh,54.1009747968,-8.8437996615
Barna,Beagh,Beagh,52.9973757719,-8.8659233575
Mountain West,Athenry,Stradbally,53.2839378768,-8.8643673238
Churchpark,Annagh,Ballyhaunis,53.7463620924,-8.807731327
Cloghprior,Cloghprior,Cloghprior,52.9509597784,-8.2187250951
Knockaneowen,Magourney,Magourney,51.9072312151,-8.7941847005
Lowville,Fohanagh,Killure,53.3870849039,-8.3485185075
Caraun,Tuam,Killeen,53.5596504939,-8.8592898024
Kyleavarraga Middle,Adare,Kilcornan,52.5838082419,-8.8587945815
Ballyglass,Kilmacshalgan,Dromore,54.2258320249,-8.8517439525
Cloonkeen South,Cummer,Ballinderry,53.4643651,-8.8481137415
Sessuecommon,Achonry,Glendarragh,54.0854759417,-8.8121737107
Mullaun,Achonry,Glendarragh,54.115773269,-8.8147285618
Doonbeakin,Kilmacshalgan,Templeboy South,54.2250289384,-8.8451300457
Corbally,Clooney,Clooney,52.8462441776,-8.8461551695
Ballyroe East,Ballingarry,Ballingarry,52.4780140833,-8.8374088521
Tullyvellia,Achonry,Glendarragh,54.1078757963,-8.8246606019
Cloonacool,Achonry,Cloonacool,54.1286716742,-8.8042446494
Kiltenan North,Croagh,Croagh,52.5322264416,-8.8400489739
Townparks 3rd Division,Tuam,Tuam Urban,53.5140875333,-8.8465213803
Ballyroe West,Ballingarry,Ballingarry,52.4734050559,-8.8423219256
Kilmannin,Bekan,Loughanboy,53.7737385808,-8.7656817292
Rinkippeen,Tuam,Tuam Rural,53.5007270538,-8.8405824154
Ballyliddan East,Kilfintinan,Mountievers,52.7368086762,-8.7556697416
Scarteen,Mallow,Mallow Rural,52.1408889245,-8.6844913353
Muckanagh (Butler),Tomfinlough,Tomfinlough,52.7668572212,-8.8365254075
Cloonbullig,Annagh,Ballyhaunis,53.746315299,-8.7833885971
Kiltemplan,Kilkeedy,Clarina,52.6057875284,-8.7549919238
Rathlaheen North,Tomfinlough,Tomfinlough,52.7622923913,-8.8345776139
Ballymacwilliam West,Templeomalus,Templeomalus,51.6123755519,-8.832057539
Montiagh,Achonry,Achonry West,53.9979012911,-8.8068178128
Rathlin O'Birne Island,Glencolumbkille,Malinbeg,54.6632521379,-8.8275158959
Castlecor Demesne,Kilbrin,Castlecor,52.208026568,-8.8142147978
Cloverhill,Bunratty,Sixmilebridge,52.7156842876,-8.8242804047
Rath More,Feenagh,Rossroe,52.7557365958,-8.8124605786
Cutteen,Quin,Dangan,52.8132071042,-8.8159222048
Bracklagh,Tuam,Tuam Rural,53.525057146,-8.8217223362
Cragroe,Kilmurry,Rossroe,52.7766848987,-8.8092713598
Ardlahan,Kildimo,Ballynacarriga,52.6402783287,-8.8119428745
Bearforest Lower,Mallow,Mallow North Urban,52.1278765015,-8.634675146
Emly,Emly,Emly,52.4631926476,-8.3497256402
Ballynashig,Ballingarry,Ballygrennan,52.4497008601,-8.8101924858
Seersha,Feenagh,Sixmilebridge,52.7330960074,-8.8099549125
Coole,Kilnarath,Kilcomenty,52.7296571925,-8.4043484269
Fortpark,Dunmore,Carrowrevagh,53.5363291235,-8.8035998832
Carheeny,Kildimo,Ballynacarriga,52.6425248376,-8.7970016521
Malin More,Glencolumbkille,Malinbeg,54.6889405353,-8.7566676162
Knockanarra,Annagh,Ballyhaunis,53.7306089086,-8.7990155911
Ballysheen Beg,Kilfinaghta,Rossroe,52.7589405155,-8.7938969168
Derreens,Achonry,Cloonacool,54.1197757336,-8.7730645832
Malin Beg,Glencolumbkille,Malinbeg,54.6641771527,-8.7481110059
Tooraree,Bekan,Ballyhaunis,53.7701127924,-8.779746018
Cappagh South,Kilfinaghta,Sixmilebridge,52.7300264633,-8.7801758433
Tintrim,Clonrush,Drummaan,52.9674912109,-8.3488987892
Lissofin,Tulla,Ballyblood,52.8532472083,-8.7783009287
Sally Island,Beagh,Ardamullivan,53.0260254656,-8.7853753315
Gortaganniff,Adare,Adare South,52.5736295661,-8.779729463
Kilkishen,Kilmurry,Kilkishen,52.7866235478,-8.7756082265
Monacow,Tuam,Levally,53.5259230251,-8.7710287563
Holly Island,Kilbeacanty,Kilbeacanty,53.0379698042,-8.7729924268
Hawthorn Island,Kilbeacanty,Kilbeacanty,53.0359641927,-8.7721214917
Annagh,Tulla,Kiltannon,52.8870632589,-8.7640339127
Farranyharpy,Skreen,Skreen,54.2131127862,-8.7512914253
Hillswood East,Tuam,Levally,53.5170165218,-8.7526904345
Killacolla,Corcomohide,Colmanswell,52.4030943235,-8.7564605206
Fortwilliam,Kilfintinan,Mountievers,52.741383456,-8.7537409874
Feagh West,Abbeyknockmoy,Abbey West,53.454049174,-8.7512022872
Pollaphuca,Tuam,Carrowrevagh,53.5390074031,-8.7553892745
Doorlus,Ballingarry,Coolrus,52.4692968225,-8.7475691947
Tonrevagh,Tuam,Carrowrevagh,53.5405027621,-8.7405704516
Carrowmurray,Achonry,Branchfield,54.1550260258,-8.7176131943
Cappagh,Killoran,Carrownaskeagh,54.1714885059,-8.684794098
Ballard,Glencolumbkille,Kilgoly,54.7293057311,-8.727701408
Meheranspark,Isertkelly,Castleboy,53.1573331989,-8.7298995336
Gortamarle,Kiltullagh,Kiltullagh,53.6958602213,-8.7289668255
Cashel,Glencolumbkille,Malinbeg,54.6921398536,-8.7116467614
Carha,Killoran,Carrownaskeagh,54.1578087766,-8.705709983
Drumnagoal,Skreen,Skreen,54.2149702986,-8.7185223843
Derrintogher,Annagh,Course,53.7312715506,-8.7202042581
Bangort,Glencolumbkille,Kilgoly,54.731941723,-8.690935694
Carrownabanny,Killoran,Carrownaskeagh,54.1667122844,-8.6908467701
Cabragh,Killoran,Carrownaskeagh,54.1815919666,-8.681892462
Walshestown,Churchtown,Churchtown,52.2693749276,-8.6985927073
Ballymore,Glencolumbkille,Glencolumbkille,54.6583992505,-8.6853970206
Lakyle,Killeely,Killeely,52.7080630087,-8.7053041024
Rinnakill,Glencolumbkille,Glencolumbkille,54.6243244487,-8.6418486531
Lisheen,Templetrine,Coolmain,51.6628344758,-8.6422447438
Loughglinn,Tibohine,Loughglinn,53.821407985,-8.5618455755
Kinnakillew,Glencolumbkille,Kilgoly,54.7211381498,-8.6798396242
Rosslara,Tulla,Ballynahinch,52.8897341001,-8.6948614834
Kilnacreagh,Kilfinaghta,Mountievers,52.7386853245,-8.69573501
Ballinveala,Crecora,Crecora,52.5671939039,-8.693804627
Shanbally,Glencolumbkille,Glencolumbkille,54.6410363573,-8.6755894979
Gloves East,Kiltullagh,Cloonkeen,53.302931352,-8.6764359085
Luddenbeg,Ludden,Ballybricken,52.5915708153,-8.5250228495
Braade Upper,Glencolumbkille,Glencolumbkille,54.7085377265,-8.6652862215
Annaghneal,Kilnoe,Ballynahinch,52.8889879473,-8.6721589874
Pollanarroo,Kiltullagh,Kiltullagh,53.6874857558,-8.6914927658
Woodfield,Boyounagh,Carrownagur,53.6220089348,-8.6677341318
Cappagh,Glencolumbkille,Glencolumbkille,54.6300514757,-8.6688927784
Glenma,Athlacca,Athlacca,52.4555796001,-8.6775781969
Derrybeg,Killeely,Killeely,52.6982233098,-8.6799319699
Clyda,Kilshannig,Dromore,52.1281326512,-8.6779826373
Croaghlin,Glencolumbkille,Glencolumbkille,54.6247684156,-8.6672201612
Scregg,Kiltullagh,Ballinlough,53.7576100077,-8.6766289892
Knockroebeg,Kilconickny,Kilconickny,53.2098127041,-8.6786759522
Ballyculleen,Croom,Ballynabanoge,52.4884302068,-8.670275893
Cloonlumny,Kilcolman,Edmonstown,53.9555884185,-8.6414172643
Derrybelagh,Feakle,Ayle,52.9143418934,-8.6707727527
Aghragh,Glencolumbkille,Glencolumbkille,54.6506182273,-8.6573310328
Cloontra,Kilseily,Cloontra,52.7627023292,-8.6534043319
Gortnagier West,Boyounagh,Glennamaddy,53.5971432276,-8.5676514451
Carrick Lower,Glencolumbkille,Glencolumbkille,54.6625282718,-8.6529516059
Shannabooly,St Munchins,Limerick North,52.674423832,-8.6617526756
Cloontra East,Kilseily,Cloontra,52.7644083164,-8.6448157349
Derrybrien South,Killeenadeema,Derrylaur,53.0503632927,-8.6226255625
Derrybrien West,Killeenadeema,Derrylaur,53.0718954027,-8.6301792375
Shanballymore,Clonkeen,Cappalusk,53.3658225234,-8.6095175362
Kilmore,Templetogher,Templetogher,53.6594911814,-8.6152265961
Lisheennaheltia,Boyounagh,Raheen,53.6143804997,-8.6379404804
Pollboy,Castlemore,Ballaghaderreen,53.9223484512,-8.6421865539
Mountblakeney,Kilbreedy Minor,Tobernea,52.3850695202,-8.6390943952
Cloonmaghaura,Templetogher,Templetogher,53.6602959324,-8.6319999057
Roxborough Glebe,Kilcar,Kilcar,54.6492472552,-8.6309496868
Prior's-Land,Killeely,Limerick No. 2 Urban,52.6731882903,-8.6338812953
Ballyvorisheen,Rahan,Carrig,52.1535039619,-8.6106443925
Meenacharvy,Glencolumbkille,Kilgoly,54.7172349648,-8.6197214
Carrowroe North,Lickerrig,Kilconierin,53.2625804138,-8.6321457011
Ballyfadeen Beg,Grenagh,Greenfort,51.9784395539,-8.6322999696
Derrylahan,Kilcar,Kilcar,54.6380348485,-8.61995459
Stranagartan,Glencolumbkille,Kilgoly,54.7332388875,-8.6231894672
Lahern,Leighmoney,Leighmoney,51.7341880473,-8.6245766808
Kilbeg,Kilcar,Kilcar,54.6269615062,-8.6150129145
Straleel,Kilcar,Crowkeeragh,54.6781636338,-8.6088737814
Ballycateen,Templetrine,Laherne,51.6677863236,-8.6111276519
Meelick,Boyounagh,Boyounagh,53.6498966341,-8.6026184128
Tawny,Kilcar,Largymore,54.6241104124,-8.5941562124
Stranakirk,Kilcar,Crowkeeragh,54.694258357,-8.6038438187
Lisrivis,Templetogher,Templetogher,53.6608089172,-8.5918999074
Singland,St. Patrick's,Limerick South Rural,52.6605089001,-8.6121909586
Derrybrien East,Killeenadeema,Derrylaur,53.0587644782,-8.575060957
Meenacurrin,Inishkeel,Inishkeel,54.7540169367,-8.5724597605
Flankerhouse,St Nicholas,Limerick South Rural,52.6503306058,-8.6025104104
Croweighter,Kilcar,Crowkeeragh,54.7027267444,-8.5799399812
Maghera,Inishkeel,Inishkeel,54.765324398,-8.557676242
Cloonkeenkerrill,Clonkeen,Colmanstown,53.3866228002,-8.5821205142
Muckros,Kilcar,Largymore,54.6137934175,-8.5847829636
Garrynacole,Rathcormack,Rathcormack,52.0817847077,-8.2932260141
Rockforest West,Rahan,Rahan,52.1426024476,-8.5813185132
Coguish,Kilcar,Crowkeeragh,54.6801552836,-8.5717106472
Clifford,Bridgetown,Kilcummer,52.1496045243,-8.4828775181
Timacat,Kilkerrin,Glennamaddy,53.5780971987,-8.4650558318
Ballyquin Beg,Killokenne,Fahymore,52.7809405995,-8.5723304906
Rathnarrow (O'Hara),Kilvarnet,Annagh,54.1409318849,-8.5725492572
Russelstown,Solloghod-More,Ballykisteen,52.512684638,-8.2315254058
Ballycullane,St Peter's & St Paul's,Kilmallock,52.4171613862,-8.5718219291
Kilmallock,St Peter's & St Paul's,Kilmallock,52.4012587651,-8.576248873
Scotland,Boyounagh,Glennamaddy,53.6032688102,-8.5719164333
Abbeyfarm,St Peter's & St Paul's,Kilmallock,52.4042102588,-8.5749265691
Ballycannon,Currykippane,St. Mary's,51.9144469239,-8.5653083776
Roelough,Kilcar,Largymore,54.6174071719,-8.5700011765
Creggameen,Kilkeevin,Coolougher,53.7245364879,-8.5584136045
Trien,Kilkeevin,Coolougher,53.7295566069,-8.5523406094
Doon,Kilfree,Kilfree,53.9626785998,-8.5543538038
Stravally,Inishkeel,Inishkeel,54.727698735,-8.5414639354
Crowanrudda,Kilcar,Crowkeeragh,54.6746160986,-8.5378238519
Beech Hill,Grange,Grange,53.3156937292,-8.5324357326
Loughatorick North,Ballynakill,Loughatorick,53.0453978736,-8.5258780442
Carrowntober East,Kilkerrin,Kiltullagh,53.5755849184,-8.5368827489
Ardoslough,Boyounagh,Glennamaddy,53.5915218044,-8.5433598376
Fairyfield Glebe,St Peter's & St Paul's,Kilmallock,52.4007427969,-8.5465524157
Dromgarriff South,Whitechurch,Blackpool,51.9895129793,-8.5400088102
Shalwy,Kilcar,Largymore,54.6225224278,-8.5425232559
Mullaghnaneane,Drumcliff,Lissadill North,54.3723039319,-8.5255123411
Monasteraden,Kilcolman,Coolavin,53.9568892717,-8.5169174495
Cashelgarran,Drumcliff,Rossinver West,54.3646704762,-8.5187747836
Farm,Templetogher,Island,53.7059709675,-8.5273740351
Knockaunbaun,Ballynakill,Drumkeary,53.1063180289,-8.4166202237
Crowdoo,Kilcar,Crowkeeragh,54.6996242665,-8.5215434848
Drummin,Killeenadeema,Mountain,53.1114027007,-8.5358012771
Brittas,Caherconlish,Abington,52.6082110408,-8.4150533328
Commons,Ringcurran,Kinsale Rural,51.7116803005,-8.5360441874
Caher,Kilkeevin,Coolougher,53.7443450933,-8.5155840072
Cuilleen,Ballynakill,Drumkeary,53.0944160112,-8.4171304679
Cunnihee,Carrigparson,Ballysimon,52.6310398792,-8.5273225042
Kilmacowen,Kilmacowen,Kilmacowen,54.2266457186,-8.518540063
Bracklagh,Kilcroan,Ballymoe,53.6928964841,-8.519409525
Callatra,Ballynakill,Drumkeary,53.1182796871,-8.4607677721
Hampstead,Ballymacward,Ballymacward,53.3901804499,-8.5105657767
Tullyleak,Kilbreedy Major,Bulgaden,52.3955057082,-8.5225448262
Largysillagh,Upper Killybegs,Crownarad,54.6427012677,-8.5107352021
Aghanahil,Killoscobe,Mounthazel,53.4230024905,-8.5213053629
Ashfield,Boyounagh,Glennamaddy,53.5877860692,-8.5161173566
Annagh,Kilkeevin,Coolougher,53.7237881816,-8.508066843
Sroove,Kilcolman,Coolavin,53.9568899064,-8.4892573081
Kilsallagh,Kilcroan,Kilcroan,53.652827743,-8.5104086641
Cloonnacross,Boyounagh,Ballinastack,53.641153113,-8.5146255628
Farranarouga South,Ringcurran,Kinsale Rural,51.7154829029,-8.5220662053
Curraghmulmurry,Ballynakill,Toberroe,53.6316604984,-8.5084427444
Ahabeg,Carrigparson,Ballyvarra,52.6270364548,-8.5127618473
Magherareagh,Athneasy,Uregare,52.4350649903,-8.5164909021
Gortboy,Caherelly,Ballybricken,52.5516090697,-8.512566318
Gorteen,Kilfree,Cuilmore,53.9904714581,-8.5004311449
Cloonreleagh East,Ballynakill,Mount Bellew,53.4824560704,-8.5145112204
Belladrihid,Ballysadare,Kilmacowen,54.2182768561,-8.4984686172
Derrooghs,Kilkerrin,Curraghmore,53.5646913367,-8.4930533751
Moygara,Kilfree,Coolavin,53.974789163,-8.4850312214
Carrigeensallagh,Ballysadare,Carrickbanagher,54.1556069455,-8.4994008317
Corramaeeagh,Kilkerrin,Curraghmore,53.576501783,-8.4933343281
Cloonroughan,Kilkeevin,Coolougher,53.7318507657,-8.496193543
Rivers,Killeenagarriff,Ballyvarra,52.6785547398,-8.5015456897
Cartron,Grange,Grange,53.2962879872,-8.4983508537
Fallagowan,Templecrone,Aran,54.9811863242,-8.493854739
Castlegar,Ballynakill,Ballynakill,53.4731904424,-8.4741465164
Drumaskibbole,St. John's,Kilmacowen,54.2277830919,-8.4772899508
Carrowmore (Kelly),Killian,Killian,53.4920427167,-8.3798019716
Ballythomas,Clontead,Kinsale Rural,51.7375801174,-8.4915006684
Cloontycarn,Kilfree,Cuilmore,53.9926463506,-8.4557316589
Gortnaleck,Ahamlish,Rossinver West,54.3705301476,-8.4612902867
Rabbit Island,Moynoe,Scarriff,52.9078107584,-8.4869871725
Knockatancashlane,Caherconlish,Caherconlish West,52.604186917,-8.4750675472
Drumanoo,Upper Killybegs,Killybegs,54.6137338283,-8.4733786289
Mullaghroe,Kilfree,Coolavin,53.9848746304,-8.4618903559
Derrygoolin North,Ballynakill,Coos,53.0064637189,-8.446146162
Doonvullen Lower,Ballybrood,Kilmurry,52.5668470722,-8.4760628033
Lecarrow,Drumatemple,Ballintober,53.7061265314,-8.3950018017
Treanbaun,Killaan,Grange,53.2853730586,-8.4676987954
Cloghaviller,Ballinard,Cahercorney,52.5301995556,-8.4563967205
Roshin,Upper Killybegs,Killybegs,54.6212303446,-8.4565431565
Corracullin,Kilkerrin,Curraghmore,53.5694406759,-8.4572837922
Lyle,Ahamlish,Rossinver West,54.3760146218,-8.4474148128
Carrigeen,Cullen,Kilmonoge,51.7508872583,-8.4559556323
Mahanagh,Kilfree,Killaraght,53.9750300746,-8.4464135231
Ballynamona,Duniry,Tynagh,53.1335281887,-8.4516230988
Rinrainy Island,Templecrone,Rutland,54.995391804,-8.4548195304
Laragh and Ross,Drumatemple,Ballintober,53.7027084024,-8.4323717584
Killosolan,Killosolan,Killian,53.4671218132,-8.4310316686
Knockadrum,Ballynakill,Marblehill,53.0911988524,-8.4474567795
Ballintober East,Kilreekil,Killallaghtan,53.2582668621,-8.4461281033
Garryteige,Kilvellane,Newport,52.6928225458,-8.440026116
Ballycorban,Ballynakill,Marblehill,53.0854622213,-8.4473495881
